title,album,singer,id,date,populairty,duration,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mood
No Scrubs,,,1KGi9sZVMeszgZOWivFpxs,,1,214400,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,4,happy
All Star,,,3cfOd4CMv2snFaKAnMdnvK,,1,200373,0.731,0.867,11,-5.881,1,0.032,0.0395,0,0.0861,0.776,104.019,4,happy
Boys Ain't Shit,,,6vzLbfskWigBsCzNdB0kfE,,1,175884,0.826,0.615,1,-4.729,0,0.137,0.435,0.00631,0.334,0.841,102.999,4,happy
Woman,,,6Uj1ctrBOjOas8xZXGqKk4,,1,172627,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4,happy
edamame (feat. Rich Brian),,,1uMHCAyGmHqyygoNRuo7MV,,1,133707,0.815,0.848,4,-4.704,0,0.115,0.023,0.000162,0.0265,0.684,106.032,4,happy
You Made Me Smile,,,072TvBcKRc9nNSGNn2lFY7,,1,286650,0.623,0.424,9,-9.065,1,0.0347,0.14,0.000366,0.0422,0.504,104.956,4,happy
Easy (with Kacey Musgraves feat. Mark Ronson),,,4XWaUb7mKRcJR5RPp4IIDr,,1,213572,0.581,0.674,8,-7.09,1,0.033,0.00187,3.01e-06,0.128,0.488,143.005,4,happy
Heal,,,6UFpWtfMuJLgWZIqrB049f,,1,285817,0.536,0.788,2,-5.557,1,0.114,0.524,0,0.128,0.357,139.948,4,happy
At My Worst,,,2MJz8BxxMsERULatmBikDH,,1,170345,0.813,0.415,0,-5.926,1,0.0349,0.777,0,0.131,0.667,91.921,4,happy
Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,,,1ZLrDPgR7mvuTco3rQK8Pk,,1,192453,0.737,0.747,10,-4.818,1,0.0323,0.269,0,0.219,0.447,105.943,4,happy
What Am I,,,1HimGOB6BjOaCQYMIF1xtU,,1,184665,0.614,0.647,0,-4.681,0,0.0524,0.0687,0,0.104,0.368,163.862,4,happy
Stuck with U (with Justin Bieber),,,4HBZA5flZLE435QTztThqH,,1,228482,0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,3,happy
"Hey Stupid, I Love You",,,5inDa3sWj8zqJBOdj7Bjqc,,1,181000,0.758,0.594,5,-9.63,0,0.426,0.218,5.32e-06,0.0798,0.869,91.864,4,happy
It's You,,,7rdnB5DAyPbaj51TCQRcqW,,1,251440,0.63,0.456,8,-8.285,1,0.0317,0.545,0,0.114,0.166,137.915,3,happy
Know Me Too Well,,,61NOzSd58paKGQj1OxYABg,,1,200600,0.755,0.705,1,-4.384,0,0.0395,0.424,0,0.0635,0.797,122.917,4,happy
this is how you fall in love,,,1aEsTgCsv8nOjEgyEoRCpS,,1,174587,0.441,0.202,7,-12.499,1,0.0381,0.732,2.6e-05,0.126,0.269,77.971,4,happy
I.F.L.Y.,,,2WTgKSoBJpGpeenyf1Jeyt,,1,165714,0.812,0.519,2,-4.823,1,0.0385,0.379,0,0.13,0.554,104.954,4,happy
Love Me Like That,,,1lhm29o3syw122xynSKaAK,,1,211364,0.59,0.294,9,-8.125,1,0.0654,0.854,0,0.0873,0.461,87.895,4,happy
Rewrite The Stars,,,630sXRhIcfwr2e4RdNtjKN,,1,217440,0.684,0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046,4,happy
Glad You Exist,,,472vIK1ldetTxRxG3ovaiY,,1,144533,0.748,0.551,11,-6.12,1,0.0349,0.235,0,0.119,0.66,103.953,4,happy
Somebody To You,,,6VrLYoQKdhu1Jruei06t65,,1,185098,0.526,0.818,3,-5.952,1,0.0358,0.0587,0,0.333,0.896,171.96,4,happy
Mean It,,,3uc8AGNL0KbvISIrjnfRvN,,1,232853,0.746,0.45,7,-8.543,1,0.0872,0.0407,0,0.172,0.336,95.998,4,happy
Permission to Dance,,,0LThjFY2iTtNdd4wviwVV2,,1,187585,0.702,0.741,9,-5.33,1,0.0427,0.00544,0,0.337,0.646,124.925,4,happy
Unbelievable,,,1LHfEkVMR0Yj20C8lWdgpA,,1,189385,0.532,0.66,7,-7.138,1,0.0825,0.105,0.000222,0.0996,0.676,130.013,4,happy
The Way You Felt,,,6XdHZr9iXdqc4Q76wtgbqr,,1,182810,0.872,0.52,0,-6.928,1,0.0618,0.715,0,0.0982,0.736,131.918,4,happy
Adore You,,,3jjujdWJ72nww5eGnfs2E7,,1,207133,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,4,happy
Make You Mine,,,5iFwAOB2TFkPJk8sMlxP8g,,1,232907,0.606,0.799,9,-4.452,1,0.0261,0.0128,0,0.15,0.638,103.014,4,happy
Blueberry Eyes (feat. SUGA of BTS),,,5dn6QANKbf76pANGjMBida,,1,172245,0.746,0.611,0,-7.034,0,0.101,0.454,0.000922,0.133,0.411,149.967,4,happy
Do You Love Me,,,1rbjic9uKr1p6nxnjLDHN6,,1,144383,0.691,0.572,0,-7.745,1,0.0652,0.691,6.34e-06,0.168,0.697,102.018,4,happy
I’d Do It Again,,,5A8ysv0c3aUkij0ojFlZZM,,1,205082,0.528,0.706,9,-6.231,1,0.0539,0.183,0.000228,0.119,0.294,175.997,4,happy
dancing in the kitchen,,,0ohcCrxZkBfFbkuRPOZQZX,,1,208600,0.619,0.736,11,-7.651,1,0.0425,0.0328,0,0.0864,0.299,93.993,4,happy
I Like Me Better,,,2P91MQbaiQOfbiz9VqhqKQ,,1,197437,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,4,happy
Make It Right (feat. Lauv),,,314ZkcV7oLWG8yWE7LABvH,,1,226321,0.584,0.685,7,-7.811,1,0.425,0.0304,0,0.189,0.345,97.551,4,happy
People Watching,,,4JeOesjcWWlprTAvucDSJX,,1,158537,0.53,0.593,5,-7.286,1,0.0545,0.385,0,0.314,0.538,125.723,4,happy
Safe With Me (with Audrey Mika),,,6Skh3CBum0pZw9TOr7FQnX,,1,205165,0.497,0.757,11,-4.189,1,0.127,0.0449,0,0.119,0.507,169.902,4,happy
Watermelon Sugar,,,6UelLqGlWMcVH1E5c4H7lY,,1,174000,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,4,happy
I Luv U (with R3HAB),,,3HTySujYyWa1nZdfiZVZs0,,1,150938,0.875,0.558,1,-6.164,1,0.0641,0.0532,2.14e-05,0.116,0.44,96.072,4,happy
Good Thing (with Kehlani),,,5aUSEPNd3m5xliFK4pn5mU,,1,210901,0.693,0.564,1,-3.857,0,0.0378,0.399,0,0.0409,0.574,185.913,3,happy
Back To You - From 13 Reasons Why – Season 2 Soundtrack,,,4hQ6UGyWQIGJmHSo0J88JW,,1,207905,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,4,happy
STAY (with Justin Bieber),,,5HCyWlXZPP0y6Gqq8TgA20,,1,141806,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,4,happy
i'm so tired...,,,4vjpLMyL3ZO6aphdYr8XYw,,1,162583,0.599,0.733,11,-7.058,1,0.203,0.176,0,0.242,0.534,102.211,4,happy
Butter,,,2bgTY4UwhfBYhGT4HUYStN,,1,164442,0.759,0.459,8,-5.187,1,0.0948,0.00323,0,0.0906,0.695,109.997,4,happy
Fallin’ (Adrenaline) - Acoustic,,,3muwps1KXhdLIMGOuzorjF,,1,215725,0.518,0.381,0,-7.093,1,0.0325,0.627,0,0.103,0.488,133.521,4,happy
Ngủ Đi,,,3cE5LlJQWsP1XlylVs0Srh,,1,226926,0.592,0.407,4,-10.365,1,0.025,0.781,0.855,0.116,0.186,109.969,4,happy
Đâu Cần Một Bài Ca Tình Yêu,,,3ckraK42KnTt0Mk0b8pmA2,,1,195514,0.524,0.663,11,-5.473,1,0.0729,0.692,8.54e-05,0.0824,0.568,93.381,4,happy
Chờ Anh Nhé (feat. Hoang Rob),,,4stGDwiLe6DYjxCDSo4Xqf,,1,322499,0.409,0.353,0,-7.286,1,0.0263,0.763,0,0.113,0.157,82.032,4,happy
trời giấu trời mang đi,,,1ecVks3GJX8U67DvhVDVBn,,1,253500,0.438,0.408,3,-9.857,1,0.0705,0.688,0,0.121,0.373,92.053,4,happy
SAY,,,0n5ljzmTfURQEAY5Bh6ed5,,1,177039,0.709,0.388,8,-6.058,1,0.343,0.662,0,0.0974,0.712,76.787,4,happy
Bài Này Chill Phết,,,2AiZm17zqkV7llT3SHz4Nu,,1,276001,0.789,0.488,9,-5.662,0,0.297,0.32,0,0.0847,0.29,159.986,4,happy
LẦN CUỐI (đi bên em xót xa người ơi),,,7AzGrpsT9kTI6OUdMXlHWe,,1,222847,0.273,0.283,0,-10.462,1,0.0278,0.668,5.17e-06,0.0941,0.138,169.56,4,happy
Em Có Nghe,,,0ZaHfA4m7SlE2QHA3KNoXj,,1,255129,0.875,0.45,7,-6.277,0,0.048,0.166,7.1e-06,0.116,0.456,94.994,4,happy
anh nhà ở đâu thế,,,6qtrL9Np30qyQpy1Od4AmG,,1,216000,0.814,0.453,10,-7.204,1,0.11,0.657,1.34e-06,0.245,0.566,125.997,4,happy
đen đá không đường,,,3clfEGdaeSmWM6pDekmZ2G,,1,180500,0.531,0.362,8,-8.663,1,0.0698,0.654,9.58e-05,0.0921,0.592,139.47,4,happy
Ngày Tận Thế,,,5Nd0com2T4rHRZO2YFwD2n,,1,232166,0.602,0.829,8,-4.49,1,0.304,0.752,0,0.357,0.61,89.989,4,happy
CÓ CHẮC YÊU LÀ ĐÂY,,,2z9iLlNBt1aLZUCFgXby97,,1,202105,0.746,0.724,10,-3.976,0,0.0498,0.119,2.09e-05,0.0506,0.596,95.003,4,happy
Ke Cap Gap Ba Gia (feat. BINZ),,,3HJ0EW4kd9S1NRCm039Fsk,,1,231505,0.723,0.527,3,-6.355,0,0.0379,0.613,0.0265,0.385,0.497,99.965,4,happy
Có Em Đời Bỗng Vui,,,696w9BHmEY62myVCSDyrYW,,1,247429,0.656,0.331,2,-9.88,1,0.0302,0.363,0,0.201,0.5,105.015,3,happy
Cần Gì Hơn,,,4bCuBkeVRofawnFkGu05fu,,1,206890,0.711,0.559,11,-7.891,1,0.0447,0.576,5.89e-06,0.11,0.68,93.022,4,happy
Cứ Chill Thôi,,,014DA3BdnmD3kI5pBogH7c,,1,270000,0.781,0.608,8,-8.452,1,0.0408,0.217,3.63e-05,0.158,0.609,101.017,4,happy
De Mi Noi Cho Ma Nghe,,,5mBWIm9EGnhZRYBYgAS72m,,1,193877,0.707,0.851,0,-3.684,1,0.0654,0.465,2.92e-06,0.138,0.738,155.966,4,happy
yêu thì yêu không yêu thì yêu,,,79xFFmGKtEyky0I2G9U9Jg,,1,190286,0.928,0.482,0,-5.499,1,0.195,0.439,1.13e-06,0.0422,0.667,139.96,4,happy
Nep Vao Anh Va Nghe Anh Hat,,,6MS9ShggpMO7lQMSQz3JhZ,,1,269677,0.564,0.556,1,-6.273,1,0.0324,0.346,0,0.12,0.354,129.978,4,happy
Bật Nhạc Lên,,,7AS3f6iaLQ4NZCMZKuhWmy,,1,200000,0.729,0.618,2,-7.546,1,0.316,0.432,2.65e-05,0.268,0.345,89.234,4,happy
CHUYỂN KÊNH (sản phẩm này không phải là thuốc),,,7ho5xWwyYi7KJzJxyM1sPJ,,1,273807,0.797,0.45,9,-8.311,0,0.036,0.348,5.49e-06,0.0908,0.617,130.076,4,happy
Xanh,,,3uleTxQcw8XsMg55LdJVpA,,1,294208,0.575,0.8,11,-5.666,0,0.0424,0.156,2.98e-05,0.144,0.274,132.185,4,happy
Nụ Cười,,,31Rxc3kfQjI7WpaRKskQs2,,1,237714,0.633,0.793,5,-7.075,1,0.0395,0.0921,0,0.0768,0.591,104.97,4,happy
Love Me More,,,3dTH9e5s7Zd6ofp9j4CUOl,,1,210462,0.759,0.882,6,-5.55,1,0.0805,0.292,2.49e-06,0.0729,0.681,129.993,4,happy
Ôi Tình Yêu Thật Điêu,,,4JAG06G7yoBGAAo4OmCffn,,1,244174,0.696,0.588,11,-9.018,0,0.0369,0.0113,0.000656,0.0912,0.492,115.089,4,happy
Yêu 5,,,5U30iZBlmxkpHqzb1OSnBS,,1,240000,0.681,0.578,3,-7.918,1,0.0537,0.732,0,0.104,0.382,95.037,4,happy
Quả Tim Màu Lửa,,,734SuCJNSGwTFKadlw3MZ6,,1,203260,0.614,0.719,5,-8.35,1,0.0304,0.117,0,0.0792,0.901,149.955,4,happy
Vùng Ký Ức,,,1503Da6qbgNifRnRwIjtZe,,1,296500,0.504,0.698,7,-6.958,1,0.0273,0.0248,0.00089,0.109,0.421,98.021,4,happy
"ex's hate me, Pt. 2",,,0Rx4GFPy8ISxPhRwkjl64b,,1,216500,0.653,0.403,0,-8.279,1,0.0577,0.743,0,0.141,0.398,80.056,4,happy
Cho Tôi Lang Thang,,,7gxlKu5NBdbOHD5aHBAouf,,1,258785,0.756,0.626,8,-8.639,1,0.0729,0.173,0,0.164,0.596,90.083,4,happy
Tầng Thượng 102,,,42rme4MN6ki6mXgl4yaZtV,,1,237250,0.722,0.446,4,-11.652,1,0.0253,0.496,0.514,0.088,0.343,101.991,4,happy
CHẠY NGAY ĐI,,,4HlHNLtfxP7Y5z03j3eNOi,,1,272508,0.728,0.806,2,-3.824,0,0.0504,0.423,0,0.0883,0.453,127.02,4,happy
Nếu Ngày Mai Không Đến,,,1IyaXs95EqH8emANUrhRwH,,1,330968,0.625,0.665,11,-8.709,1,0.0336,0.00342,3.44e-05,0.0804,0.192,124.007,4,happy
Lạc Trôi,,,4pWF7uyalOeveT6oansXmy,,1,232889,0.639,0.873,9,-3.646,0,0.0399,0.331,0.0326,0.133,0.166,135.062,4,happy
Thích Quá Rùi Nà,,,6jcG3yZ0e2CSI6omkYO1ut,,1,178286,0.764,0.51,2,-7.47,1,0.0757,0.542,0,0.112,0.616,105.024,4,happy
Hoàng Hôn,,,0AFGP6yJiakwce0evtrbxd,,1,250539,0.665,0.277,0,-12.457,0,0.0336,0.869,0.000239,0.158,0.236,116.105,3,happy
Cho,,,6ZW5dAY9FXiU1zDCDLpMA1,,1,190601,0.525,0.434,4,-8.192,1,0.0542,0.538,0,0.308,0.493,97.153,4,happy
Mai Mình Xa,,,4nwdFVU1yT5j9zTaTv1rxk,,1,189335,0.702,0.177,11,-17.406,1,0.0516,0.807,0,0.109,0.54,87.083,4,happy
Nến Và Hoa,,,4S0uLMXRoAjFfIJOW7A8aW,,1,166000,0.787,0.652,5,-6.781,0,0.0655,0.239,8.3e-05,0.102,0.394,120.033,4,happy
Missing You,,,1AAGvzJRWMTKx7PNfeTvP4,,1,242857,0.669,0.403,2,-10.745,1,0.0659,0.538,2.22e-05,0.0949,0.111,105.01,4,happy
My Everything,,,08ypyqiix2pzF6RmOfz7Eq,,1,197740,0.698,0.594,9,-6.137,0,0.0316,0.44,0.000233,0.225,0.359,122.066,4,happy
Nắng Ấm Xa Dần - Onionn Remix,,,3hIM9i6CkNDgvh0SbIgss2,,1,190088,0.815,0.641,9,-2.669,1,0.0361,0.00907,3.01e-06,0.105,0.66,113.001,4,happy
Vì Tôi Còn Sống - 3rd Single 2015,,,3HXc9xqPIT3GzotV1eaVKa,,1,237640,0.724,0.454,0,-7.508,1,0.0662,0.715,2.61e-06,0.0512,0.456,133.893,4,happy
Không Làm Gì,,,5fwuv9EtfAfJScjWcuBb6C,,1,244574,0.42,0.649,9,-7.355,1,0.0353,0.596,0,0.0993,0.339,147.845,3,happy
Mân Côi,,,0p2mf4CTUyzvBuzLrIgrvh,,1,253388,0.596,0.402,11,-11.614,1,0.0294,0.538,0.000645,0.0846,0.398,179.949,4,happy
N-Sao?,,,09eYSoem8gQWelNj1G9Aqa,,1,216001,0.881,0.571,4,-9.182,0,0.274,0.0955,0.000531,0.0682,0.66,136.075,4,happy
Lam Moi Toi Ngoi Khong,,,01WDJ9gcaXFuNzY5ir9CaE,,1,194645,0.866,0.644,9,-7.45,0,0.0479,0.777,0.00577,0.429,0.788,122.976,4,happy
When You Look at Me,,,6kDeCSj6MUvUSiwirbCERV,,1,202290,0.851,0.57,5,-6.955,0,0.0467,0.431,0,0.14,0.721,139.982,4,happy
Nếu Như Anh Đến,,,5b7N0SxydSBNZGh0eowyGi,,1,213394,0.735,0.805,7,-3.966,1,0.0382,0.463,0,0.27,0.777,111.054,4,happy
Mấy Khi,,,0c0qvIxPl97WyOsDZLBqjP,,1,284307,0.419,0.573,4,-6.672,0,0.0276,0.0427,0.00434,0.115,0.27,180.052,4,happy
Yêu,,,5fxYbuTGf1RzPUuOS3IBZa,,1,186000,0.751,0.764,4,-5.188,1,0.04,0.0159,0.168,0.226,0.904,120.047,4,happy
Tập Thể Dục,,,0XhpIRP85XxHWNxSzFnEtz,,1,170667,0.829,0.609,6,-4.055,0,0.0849,0.685,0,0.0832,0.792,89.991,4,happy
Trên Tình Bạn Dưới Tình Yêu,,,5zH2inEP6THOY8tomr3DdZ,,1,199266,0.776,0.921,2,-3.032,0,0.0382,0.189,0,0.0621,0.598,108.961,4,happy
Gác Lại Âu Lo,,,6HpDKKSDZ8QpSHfikENIBC,,1,282629,0.745,0.527,6,-8.09,1,0.0786,0.571,0,0.11,0.385,95.034,4,happy
Em Mới Là Người Yêu Anh - Acoustic Version,,,2c1uRYARX8FF4SX1kCmIpr,,1,235532,0.496,0.305,7,-7.214,1,0.035,0.973,6.58e-05,0.155,0.364,187.893,4,happy
Bên Trái,,,6SiY1vkpF4rXHgTJjkDHET,,1,242231,0.859,0.376,4,-8.939,1,0.0418,0.742,1.28e-06,0.0811,0.775,104.976,4,happy
Đi Theo Bóng Mặt Trời,,,0g1lSO4QxUCoxpVp0xvDmD,,1,162102,0.687,0.495,9,-10.036,1,0.345,0.754,0,0.251,0.51,77.407,4,happy
Đôi Lời,,,3A66xi3aLPuqAFvkRNrpry,,1,232100,0.325,0.195,7,-12.306,1,0.0327,0.822,0,0.138,0.518,81.465,4,happy
Lac Nhau Co Phai Muon Doi (Music From “Cho Em Den Ngay Mai”),,,5m6oe6saYJkVSbouNrNfUw,,1,316866,0.555,0.406,8,-6.238,1,0.0307,0.92,0,0.323,0.123,119.956,4,happy
Nắng Đêm,,,4JsSWsJphACIMkfil0xfrT,,1,230475,0.885,0.363,2,-10.672,1,0.0329,0.757,1.92e-05,0.0739,0.571,100.005,4,happy
giữ lấy làm gì,,,3XRvVlOBvClOq1KpI50uKC,,1,200964,0.663,0.55,9,-5.643,0,0.0582,0.682,0.000176,0.323,0.415,83.037,4,happy
Say You Do,,,2oEi9mqbQFJSuS2Wny7bfp,,1,220344,0.565,0.624,2,-5.715,0,0.0297,0.229,4.69e-05,0.124,0.246,103.96,4,happy
Trà Sữa,,,6ysT53QrtjbIEv2s10Mwsm,,1,219495,0.49,0.257,0,-9.31,1,0.0379,0.827,0,0.0995,0.459,141.174,4,happy
Yêu - Acoustic Version,,,0xCvJlMn4SnJNJ2dFbvYU0,,1,284672,0.589,0.108,3,-22.765,1,0.0406,0.811,2.12e-06,0.209,0.311,116.065,4,happy
Cảm Nắng,,,4LDhkOharOhue7nZMFYmCu,,1,228750,0.696,0.412,9,-7.071,1,0.0523,0.518,0,0.0657,0.304,80.015,4,happy
Mùa yêu đầu,,,2VHZTYqOowwUj7pWvv5xHG,,1,275540,0.592,0.115,11,-15.516,1,0.06,0.949,0,0.187,0.549,131.079,4,happy
"Bài Ka Tuổi Trẻ (feat. Vũ Bùi Thu Thủy, Linh Cáo & Mel G)",,,5Sh5CK6GReVbZJqUOnvg0f,,1,229682,0.779,0.881,10,-3.793,1,0.28,0.71,0,0.0815,0.728,77.503,4,happy
Người Nào Đó,,,7opZZHYZXCWeVUGqVYux2o,,1,237611,0.645,0.649,0,-6.309,1,0.0318,0.762,0,0.145,0.521,95.001,4,happy
Hôn Anh,,,4z623zW86trE9SxAtIf0Gm,,1,234146,0.588,0.698,0,-4.972,0,0.136,0.391,0,0.095,0.44,81.706,4,happy
Ta Cứ Đi Cùng Nhau,,,0cuVWvlDAn6IErlvsZYKZf,,1,345820,0.628,0.671,7,-5.385,0,0.0309,0.722,1.1e-06,0.737,0.0989,105.967,4,happy
Kém Duyên,,,60fOQ17VEfVTYzQ9GEXgX3,,1,224744,0.828,0.675,10,-5.056,1,0.038,0.282,0,0.106,0.668,110.053,4,happy
Mua Hong (feat. Bui Lan Huong),,,0oEIwDr4lVnpamhMGYIIjw,,1,288367,0.617,0.761,4,-5.217,1,0.0346,0.455,0.00121,0.466,0.403,109.975,4,happy
Ngày Khác Lạ,,,5HK1vERAqCVgCWyRQBClAv,,1,212174,0.653,0.782,1,-3.588,0,0.0427,0.0987,0,0.115,0.25,137.959,4,happy
Một Năm Mới Bình An,,,5sV1co5LRGscLaMibfdD1Y,,1,248736,0.666,0.823,0,-7.811,1,0.0335,0.465,0,0.102,0.419,113.973,4,happy
Who,,,4fpd6aRKixkz7usrx7QQkh,,1,243409,0.675,0.589,9,-7.944,1,0.123,0.659,0,0.0915,0.352,87.991,4,happy
Rằng Em Mãi Ở Bên (Chillout Version),,,04LCFJdVGKbiuHtWQUPRvM,,1,238289,0.685,0.429,2,-9.781,1,0.0321,0.211,0.0242,0.14,0.159,117.03,4,happy
CHẠY NGAY ĐI - Onionn Remix,,,3ZYrI2prWaAm1RbpCqZzlO,,1,230400,0.758,0.908,2,-1.497,0,0.0352,0.257,0,0.0759,0.88,124.982,4,happy
Ngu Nghếch,,,5WXk2gZnhA01GSSZtGcIRV,,1,240860,0.443,0.456,0,-9.734,1,0.0344,0.738,0,0.239,0.686,74.53,4,happy
Bên Ấy Bên Này,,,2Hq4cwfiAC7Umccfmqmieu,,1,190003,0.7,0.226,8,-9.593,1,0.0374,0.921,0,0.134,0.449,121.873,4,happy
Em Đã Biết,,,74dZm72WtQx122nyIFhJAB,,1,261322,0.726,0.442,4,-7.197,1,0.0418,0.353,9.64e-06,0.108,0.538,72.45,4,happy
Một Ngày Rất Khác,,,67s6PE9F8WkRMWJdTsYuEG,,1,195940,0.82,0.662,1,-6.688,1,0.0461,0.254,0,0.107,0.927,101.953,4,happy
Vai Lan Don Dua,,,6hUpxEKFSjS8metuA1yxlf,,1,170667,0.724,0.668,6,-4.035,0,0.058,0.555,1.57e-06,0.194,0.427,135.046,4,happy
Bùa Yêu,,,1ZrADntHAYV84R2y1Op3Eg,,1,241650,0.774,0.578,5,-6.227,0,0.0306,0.552,0.000434,0.0985,0.397,110.018,3,happy
Nơi Này Có Anh,,,5HbLlcJogki9rRq2KfkGQP,,1,260117,0.52,0.853,0,-5.249,1,0.0303,0.0446,0.000974,0.144,0.328,91.994,4,happy
Mo,,,2a5hng9yXtbjtTVVm9UviC,,1,262191,0.556,0.413,9,-7.261,1,0.0791,0.908,3.38e-06,0.0924,0.191,113.086,4,happy
Cùng Anh,,,316f66CCBgvH6JvCtSl7KH,,1,197513,0.635,0.6,6,-6.842,0,0.0546,0.137,0.00294,0.0808,0.441,96.098,4,happy
Dù có cách xa,,,2vtPL1AUtpBiRocmWpfwzB,,1,247260,0.74,0.563,6,-7.974,1,0.0475,0.293,0,0.11,0.81,125.032,4,happy
Vi Anh Van,,,1aub8m3uu5CSnXnzmD4H99,,1,295399,0.552,0.485,3,-9.051,1,0.0383,0.524,0,0.0827,0.49,159.761,4,happy
Chờ Nhau Nhé,,,4KNzwYexLQsRxIvcRvBZ4T,,1,218951,0.403,0.188,2,-10.059,1,0.045,0.817,0,0.092,0.221,73.927,4,happy
từ thích thích thành thương thương,,,1fh5Sf3fFESFOS8D82RQiI,,1,204231,0.637,0.31,8,-11.232,1,0.0362,0.755,3.22e-06,0.0925,0.374,104.07,4,happy
yêu thì yêu không yêu thì yêu,,,2ZjtFgQ8W6WUJUAosmPN4Y,,1,190286,0.928,0.482,0,-5.499,1,0.195,0.439,1.13e-06,0.0422,0.667,139.96,4,happy
Tình Đắng Như Ly Cà Phê,,,2WOpp4vm16unl0N3i3BNNv,,1,215172,0.754,0.0774,1,-20.617,1,0.0578,0.923,0,0.0802,0.701,116.071,4,happy
Loving You Sunny,,,1ak1TfinvG9VaFKwn98bSA,,1,294857,0.71,0.561,11,-7.281,0,0.0513,0.764,0,0.1,0.79,139.984,4,happy
Duyen Am,,,5dZHey2U2xrNpvgyop8URS,,1,179541,0.75,0.649,4,-5.15,1,0.0437,0.475,0.000382,0.19,0.402,99.997,4,happy
Chân Ái,,,4eMvGEz25irv76TvMRfzGp,,1,262827,0.616,0.518,9,-8.628,0,0.032,0.487,2.78e-05,0.453,0.569,113.952,4,happy
Only Me,,,4iboN5hkKXu4XOFKdHK9dz,,1,219677,0.444,0.528,7,-6.968,1,0.225,0.616,1.53e-06,0.142,0.232,157.404,3,happy
Khéo Phải Là Chuyện Của Anh,,,1vlNReBSmVNmFd55WClNhv,,1,240336,0.746,0.511,0,-7.376,1,0.0622,0.113,1.17e-05,0.256,0.613,118.952,4,happy
Niềng Răng,,,6nqn58MO4CowkIM1TytcbD,,1,175862,0.502,0.56,9,-8.596,1,0.0285,0.0489,0.000365,0.1,0.452,144.991,4,happy
Dưới Hiên Nhà,,,6683Q1DAKo7rxcULAVL0gJ,,1,277311,0.338,0.542,3,-7.196,1,0.0356,0.621,0,0.223,0.576,98.963,4,happy
Tôi Là Ai Trong Em (Đồi Thông) (Taxi! Em Tên Gì Ost),,,6Cg4aBvl9tArRHFsbw94Yc,,1,302172,0.487,0.362,6,-6.594,1,0.0281,0.731,6.81e-06,0.0764,0.3,127.838,4,happy
Ai Đưa Em Về,,,39TAKt2hL8sdhVTFCNfm2Y,,1,233249,0.809,0.49,10,-7.08,0,0.0388,0.839,0,0.117,0.353,99.967,4,happy
Thang Dien,,,4mIyzgHPhoR1Lu3Y9okmM2,,1,235500,0.622,0.495,5,-8.794,1,0.0363,0.372,3.3e-06,0.0991,0.575,140.064,4,happy
Vai Lan Don Dua,,,6hUpxEKFSjS8metuA1yxlf,,1,170667,0.724,0.668,6,-4.035,0,0.058,0.555,1.57e-06,0.194,0.427,135.046,4,happy
Doi La Di,,,6PdTW5kiBEG8fjflRwQWcz,,1,200376,0.845,0.883,1,-5.397,1,0.121,0.455,0,0.161,0.665,105.978,4,happy
Mot Nha,,,3EuOQ0v6LxsNFSf3BF5wrw,,1,185643,0.822,0.684,0,-5.873,1,0.239,0.643,0,0.104,0.376,94.016,4,happy
Quá Lâu,,,6Zg0jDwwyywj8nFz8FJoRS,,1,177170,0.707,0.912,0,-4.061,1,0.0859,0.183,0,0.102,0.944,106.011,4,happy
Làm Gì Phải Hốt,,,2FWBdovgRvBSzA1JESUe0D,,1,189297,0.932,0.609,10,-6.429,0,0.133,0.292,0,0.056,0.612,140.054,4,happy
Ngày Mai Em Đi,,,0ZP4bO2ywAv44HiEzzHaq5,,1,218400,0.716,0.549,0,-5.086,0,0.0304,0.507,1.56e-06,0.164,0.556,100.01,4,happy
"Bài Ka Tuổi Trẻ (feat. Vũ Bùi Thu Thủy, Linh Cáo & Mel G)",,,5Sh5CK6GReVbZJqUOnvg0f,,1,229682,0.779,0.881,10,-3.793,1,0.28,0.71,0,0.0815,0.728,77.503,4,happy
Nến Và Hoa,,,4S0uLMXRoAjFfIJOW7A8aW,,1,166000,0.787,0.652,5,-6.781,0,0.0655,0.239,8.3e-05,0.102,0.394,120.033,4,happy
Mượn Rượu Tỏ Tình,,,7y5HF80szyShYXpXTAwYtD,,1,198375,0.693,0.664,5,-7.67,1,0.164,0.719,0.000329,0.11,0.529,159.833,4,happy
Cùng Anh,,,316f66CCBgvH6JvCtSl7KH,,1,197513,0.635,0.6,6,-6.842,0,0.0546,0.137,0.00294,0.0808,0.441,96.098,4,happy
